0,00000000000000000000;0,00000000000000000000;
4.476.743.107.309,00585937500000000000;5.459,83419503513687232044;
4.476.743.107.309,00585937500000000000;5.459,83419503513687232044;
4.476.743.107.309,00585937500000000000;5.459,83419503513687232044;
4.476.743.107.309,00585937500000000000;5.459,83419503513687232044;
4.476.743.107.309,00585937500000000000;5.459,83419503513687232044;
4.476.743.107.309,00585937500000000000;5.459,83419503513687232044;
4.476.743.107.309,00585937500000000000;5.459,83419503513687232044;
4.476.743.107.309,00585937500000000000;5.459,83419503513687232044;
4.476.743.107.309,00585937500000000000;5.459,83419503513687232044;
4.476.743.107.309,00585937500000000000;5.459,83419503513687232044;
4.476.743.107.309,00585937500000000000;5.459,83419503513687232044;
4.476.743.107.309,00585937500000000000;5.459,83419503513687232044;
4.476.743.107.309,00585937500000000000;5.459,83419503513687232044;
4.476.743.107.309,00585937500000000000;5.459,83419503513687232044;
4.476.743.107.309,00585937500000000000;5.459,83419503513687232044;
4.476.743.107.309,00585937500000000000;5.459,83419503513687232044;
4.476.743.107.309,00585937500000000000;5.459,83419503513687232044;
4.476.743.107.309,00585937500000000000;5.459,83419503513687232044;
4.476.743.107.309,00585937500000000000;5.459,83419503513687232044;
4.476.743.107.309,00585937500000000000;5.459,83419503513687232044;
4.476.743.107.309,00585937500000000000;5.459,83419503513687232044;
4.476.743.107.309,00585937500000000000;5.459,83419503513687232044;
4.476.743.107.309,00585937500000000000;5.459,83419503513687232044;
4.476.743.107.309,00585937500000000000;5.459,83419503513687232044;
4.476.743.107.309,00585937500000000000;5.459,83419503513687232044;
4.476.743.107.309,00585937500000000000;5.459,83419503513687232044;
4.476.743.107.309,00585937500000000000;5.459,83419503513687232044;
4.476.743.107.309,00585937500000000000;5.459,83419503513687232044;
4.476.743.107.309,00585937500000000000;5.459,83419503513687232044;
4.476.743.107.309,00585937500000000000;5.459,83419503513687232044;
4.476.743.107.309,00585937500000000000;5.459,83419503513687232044;
4.476.743.107.309,00585937500000000000;5.459,83419503513687232044;
4.476.743.107.309,00585937500000000000;5.459,83419503513687232044;
4.476.743.107.309,00585937500000000000;5.459,83419503513687232044;
4.476.743.107.309,00585937500000000000;5.459,83419503513687232044;
4.476.743.107.309,00585937500000000000;5.459,83419503513687232044;
4.476.743.107.309,00585937500000000000;5.459,83419503513687232044;
4.476.743.107.309,00585937500000000000;5.459,83419503513687232044;
4.476.743.107.309,00585937500000000000;5.459,83419503513687232044;
4.476.743.107.309,00585937500000000000;5.459,83419503513687232044;
4.476.743.107.309,00585937500000000000;5.459,83419503513687232044;
4.476.743.107.309,00585937500000000000;5.459,83419503513687232044;
4.476.743.107.309,00585937500000000000;5.459,83419503513687232044;
4.476.743.107.309,00585937500000000000;5.459,83419503513687232044;
4.476.743.107.309,00585937500000000000;5.459,83419503513687232044;
4.476.743.107.309,00585937500000000000;5.459,83419503513687232044;
4.476.743.107.309,00585937500000000000;5.459,83419503513687232044;
4.476.743.107.309,00585937500000000000;5.459,83419503513687232044;
4.476.743.107.309,00585937500000000000;5.459,83419503513687232044;
4.476.743.107.309,00585937500000000000;5.459,83419503513687232044;
4.476.743.107.309,00585937500000000000;5.459,83419503513687232044;
4.476.743.107.309,00585937500000000000;5.459,83419503513687232044;
4.476.743.107.309,00585937500000000000;5.459,83419503513687232044;
4.476.743.107.309,00585937500000000000;5.459,83419503513687232044;
4.476.743.107.309,00585937500000000000;5.459,83419503513687232044;
4.476.743.107.309,00585937500000000000;5.459,83419503513687232044;
4.476.743.107.309,00585937500000000000;5.459,83419503513687232044;
4.476.743.107.309,00585937500000000000;5.459,83419503513687232044;
4.476.743.107.309,00585937500000000000;5.459,83419503513687232044;
4.476.743.107.309,00585937500000000000;5.459,83419503513687232044;
4.476.743.107.309,00585937500000000000;5.459,83419503513687232044;
4.476.743.107.309,00585937500000000000;5.459,83419503513687232044;
4.476.743.107.309,00585937500000000000;5.459,83419503513687232044;
4.476.743.107.309,00585937500000000000;5.459,83419503513687232044;
4.476.743.107.309,00585937500000000000;5.459,83419503513687232044;
4.476.743.107.309,00585937500000000000;5.459,83419503513687232044;
4.476.743.107.309,00585937500000000000;5.459,83419503513687232044;
4.476.743.107.309,00585937500000000000;5.459,83419503513687232044;
4.476.743.107.309,00585937500000000000;5.459,83419503513687232044;
4.476.743.107.309,00585937500000000000;5.459,83419503513687232044;
4.476.743.107.309,00585937500000000000;5.459,83419503513687232044;
4.476.743.107.309,00585937500000000000;5.459,83419503513687232044;
4.476.743.107.309,00585937500000000000;5.459,83419503513687232044;
4.476.743.107.309,00585937500000000000;5.459,83419503513687232044;
4.476.743.107.309,00585937500000000000;5.459,83419503513687232044;
